                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     23,                 0.6199,                 1.0999,                0.99425,                0.78069,                0.58385,                0.90251,                0.62138,                0.41654,                 27.935,                 0.6448,              0.0011319,              0.0011319,              0.0011319
                     24,                 0.5717,                 1.1512,                0.94921,                0.87298,                0.55555,                0.66729,                0.54188,                 0.3717,                 38.199,                0.61114,              0.0011178,              0.0011178,              0.0011178
                     25,                0.57828,                0.76402,                0.96746,                0.82956,                0.62576,                0.93196,                0.71093,                0.35942,                 47.113,                 0.6005,              0.0011036,              0.0011036,              0.0011036
                     26,                0.57049,                 0.8476,                0.96081,                0.55839,                      1,                0.94785,                0.66008,                0.36701,                  44.08,                0.61219,              0.0010895,              0.0010895,              0.0010895
                     27,                0.65371,                 0.9234,                 1.0981,                0.58692,                      1,                0.97416,                 0.6943,                0.36283,                 22.647,                0.61761,              0.0010753,              0.0010753,              0.0010753
                     28,                0.66305,                0.77501,                 1.1025,                0.60001,                 0.9955,                 0.9681,                0.75538,                0.33405,                 27.831,                0.59125,              0.0010612,              0.0010612,              0.0010612
                     29,                 0.6192,                0.72937,                  1.062,                0.78525,                0.96713,                0.95886,                0.81156,                0.33196,                 24.931,                0.58748,               0.001047,               0.001047,               0.001047
                     30,                0.61004,                0.74048,                 1.0369,                0.83968,                0.97677,                0.98113,                 0.8241,                0.36719,                 5.0714,                0.60286,              0.0010329,              0.0010329,              0.0010329
                     31,                0.87408,                0.92227,                 1.3416,                 0.7193,                 0.9883,                0.97344,                0.78558,                0.35479,                 13.278,                0.59161,              0.0010187,              0.0010187,              0.0010187
                     32,                0.65675,                0.77452,                 1.0436,                0.64053,                0.98965,                0.76331,                0.64091,                0.33896,                 10.521,                0.59326,              0.0010046,              0.0010046,              0.0010046
                     33,                0.63318,                0.79891,                 1.0236,                0.65618,                0.95732,                 0.7541,                0.61296,                0.33815,                 10.635,                 0.5853,             0.00099044,             0.00099044,             0.00099044
                     34,                0.57157,                 1.0407,                0.92989,                0.91037,                0.60637,                0.66637,                0.56166,                0.36205,                 14.454,                0.60853,             0.00097629,             0.00097629,             0.00097629
                     35,                0.63157,                0.71019,                 1.0683,                0.65763,                 0.9793,                0.79308,                 0.5925,                0.35812,                 12.141,                0.60378,             0.00096215,             0.00096215,             0.00096215
                     36,                0.57123,                0.72071,                0.96902,                0.72657,                0.96262,                0.97204,                 0.6512,                0.34712,                 17.113,                0.59718,               0.000948,               0.000948,               0.000948
                     37,                0.55365,                0.83186,                0.98057,                0.83293,                0.92236,                0.96588,                0.66516,                0.34038,                 19.678,                0.57989,             0.00093385,             0.00093385,             0.00093385
                     38,                0.54546,                0.94581,                0.95587,                0.89825,                0.96866,                0.97863,                0.71258,                0.32655,                  13.59,                0.57786,              0.0009197,              0.0009197,              0.0009197
                     39,                0.63221,                0.69567,                 1.0831,                0.78773,                0.97136,                0.97749,                0.72705,                0.33248,                 7.1045,                0.58407,             0.00090556,             0.00090556,             0.00090556
                     40,                0.74237,                0.73397,                 1.1588,                0.96282,                0.63041,                0.98035,                0.78822,                0.32778,                 11.207,                0.57813,             0.00089141,             0.00089141,             0.00089141
                     41,                0.60564,                0.78208,                 1.0574,                0.97311,                 0.6149,                0.76326,                0.63164,                0.34412,                 8.1352,                0.58909,             0.00087726,             0.00087726,             0.00087726
                     42,                0.49385,                 1.0022,                0.91765,                0.94624,                0.63805,                0.81979,                0.70425,                0.32807,                 8.5704,                0.57069,             0.00086312,             0.00086312,             0.00086312
                     43,                  0.578,                0.67438,                 1.0566,                 0.9504,                0.64146,                0.76442,                0.65055,                0.32119,                 6.0588,                0.55805,             0.00084897,             0.00084897,             0.00084897
                     44,                 0.4795,                 0.7752,                0.89981,                0.97596,                0.64058,                0.81974,                0.64437,                0.31252,                 3.6364,                0.54838,             0.00083482,             0.00083482,             0.00083482
                     45,                0.50102,                0.85232,                 0.9043,                0.96823,                0.65497,                0.82001,                0.71309,                0.30259,                 3.3126,                0.54407,             0.00082067,             0.00082067,             0.00082067
                     46,                0.50129,                0.61274,                 1.0103,                0.97126,                0.64596,                0.82218,                 0.6879,                 0.2852,                 3.3787,                0.53375,             0.00080653,             0.00080653,             0.00080653
                     47,                0.61376,                0.64432,                 1.0058,                0.94273,                 0.6402,                 0.8177,                0.65643,                0.27965,                 15.331,                 0.5306,             0.00079238,             0.00079238,             0.00079238
                     48,                0.59504,                0.74828,                 1.0114,                0.92237,                0.63695,                0.98061,                0.74646,                0.28031,                 42.787,                0.53266,             0.00077823,             0.00077823,             0.00077823
                     49,                0.51066,                 0.8142,                0.91301,                0.95294,                0.65428,                0.99008,                0.83222,                0.27226,                 13.409,                0.52786,             0.00076409,             0.00076409,             0.00076409
                     50,                0.48027,                 1.2704,                0.93704,                0.76302,                      1,                0.99277,                0.84042,                0.27189,                 3.7728,                0.52317,             0.00074994,             0.00074994,             0.00074994
                     51,                0.47837,                0.57852,                0.98137,                0.70652,                      1,                0.99163,                0.87249,                0.27476,                 4.6437,                0.52343,             0.00073579,             0.00073579,             0.00073579
                     52,                0.50239,                0.85216,                0.91705,                0.66884,                      1,                0.99037,                0.79071,                0.28321,                 9.0006,                 0.5352,             0.00072164,             0.00072164,             0.00072164
                     53,                0.57961,                0.81844,                 1.0219,                0.80379,                0.99415,                0.99165,                0.81358,                0.28756,                 5.5122,                0.54188,              0.0007075,              0.0007075,              0.0007075
                     54,                0.61923,                0.56549,                 1.2447,                 0.7145,                      1,                0.99323,                0.83342,                0.28403,                 1.6851,                0.53803,             0.00069335,             0.00069335,             0.00069335
                     55,                0.48329,                 0.9302,                0.94125,                  0.896,                 0.9955,                0.99257,                0.82216,                0.29109,                   1.14,                0.53828,              0.0006792,              0.0006792,              0.0006792
                     56,                0.65569,                0.96527,                 1.0105,                0.91787,                0.98775,                0.99251,                0.79867,                0.28862,                 2.0278,                0.53856,             0.00066506,             0.00066506,             0.00066506
                     57,                0.50034,                0.51644,                0.99845,                0.93145,                0.98064,                0.99139,                0.80267,                0.29014,                 1.2204,                 0.5421,             0.00065091,             0.00065091,             0.00065091
                     58,                 0.5642,                0.63026,                0.99415,                0.91398,                 0.9793,                0.99093,                  0.807,                0.29643,                0.90714,                0.54523,             0.00063676,             0.00063676,             0.00063676
                     59,                0.47945,                0.62492,                0.99281,                0.86321,                      1,                0.99432,                0.77454,                 0.2842,                0.99763,                0.54158,             0.00062262,             0.00062262,             0.00062262
                     60,                0.46354,                0.62086,                0.88519,                0.98297,                0.65697,                0.99393,                0.78797,                0.27683,                 2.0005,                0.53197,             0.00060847,             0.00060847,             0.00060847
                     61,                 0.4457,                 0.5811,                0.89862,                0.91183,                0.66667,                0.99324,                0.78793,                0.27694,                 1.1693,                0.53139,             0.00059432,             0.00059432,             0.00059432
                     62,                0.44159,                0.55228,                0.88692,                0.86687,                0.99406,                0.99381,                0.74477,                0.29579,                 3.7909,                0.54082,             0.00058017,             0.00058017,             0.00058017
                     63,                0.58717,                0.57731,                 1.0272,                0.78821,                0.91087,                0.99295,                0.68479,                0.28967,                 7.0719,                0.53691,             0.00056603,             0.00056603,             0.00056603
                     64,                0.44355,                 0.9668,                0.86521,                0.78866,                0.92522,                0.99298,                 0.6851,                0.26747,                 5.6212,                0.51917,             0.00055188,             0.00055188,             0.00055188
                     65,                0.49399,                0.88341,                0.91911,                0.86214,                0.98558,                0.99326,                0.69365,                0.26111,                 3.1297,                0.51749,             0.00053773,             0.00053773,             0.00053773
                     66,                0.45237,                0.56432,                0.90958,                0.90342,                0.99768,                0.99242,                0.75071,                0.27029,                 3.2389,                0.52317,             0.00052359,             0.00052359,             0.00052359
                     67,                0.48229,                0.55872,                 0.9829,                0.79437,                0.98965,                0.99344,                0.80948,                 0.2616,                 3.5814,                0.52204,             0.00050944,             0.00050944,             0.00050944
                     68,                0.49068,                0.49802,                0.95411,                 0.8323,                0.98092,                0.99415,                0.87472,                0.26439,                 3.9973,                0.52678,             0.00049529,             0.00049529,             0.00049529
                     69,                0.48942,                0.52882,                 0.9818,                0.92045,                0.99099,                0.99416,                0.86963,                 0.2705,                 3.9954,                0.53416,             0.00048114,             0.00048114,             0.00048114
                     70,                0.47986,                0.64073,                0.96901,                0.91246,                      1,                0.99417,                0.87103,                 0.2726,                 3.2941,                0.53051,               0.000467,               0.000467,               0.000467
                     71,                 0.7231,                0.79219,                 1.0741,                0.90412,                      1,                0.99393,                0.90934,                0.26502,                 3.4808,                0.52546,             0.00045285,             0.00045285,             0.00045285
                     72,                0.51419,                0.58754,                 1.0065,                0.91078,                 0.9883,                0.99407,                0.88388,                0.24862,                 2.5853,                0.51652,              0.0004387,              0.0004387,              0.0004387
                     73,                0.51343,                0.50764,                0.98446,                0.88859,                0.98325,                  0.994,                0.84718,                0.25071,                 1.8946,                 0.5154,             0.00042456,             0.00042456,             0.00042456
                     74,                0.42353,                0.81196,                0.88784,                0.82327,                 0.9765,                0.99429,                0.84704,                0.25743,                 1.6118,                0.51598,             0.00041041,             0.00041041,             0.00041041
                     75,                0.45426,                0.45728,                0.98423,                0.82058,                0.97281,                0.99425,                0.84751,                0.25413,                 1.3029,                0.51304,             0.00039626,             0.00039626,             0.00039626
                     76,                0.44038,                0.51915,                0.87571,                 0.9329,                 0.9729,                0.99429,                0.83807,                 0.2512,                0.94828,                0.51026,             0.00038211,             0.00038211,             0.00038211
                     77,                0.43865,                0.45029,                0.96887,                 0.8219,                0.97105,                0.99433,                 0.8552,                0.24701,                0.82604,                0.50948,             0.00036797,             0.00036797,             0.00036797
                     78,                0.49584,                0.54352,                0.95553,                0.88645,                0.96719,                0.99418,                0.84906,                0.24832,                0.78282,                0.51111,             0.00035382,             0.00035382,             0.00035382
                     79,                0.47452,                0.47806,                0.94639,                0.95256,                0.97701,                0.99434,                0.84887,                0.24522,                 0.9078,                0.51122,             0.00033967,             0.00033967,             0.00033967
                     80,                0.52453,                0.79251,                 1.0044,                0.96638,                0.97345,                0.99403,                0.88464,                0.24255,                0.99084,                0.50533,             0.00032553,             0.00032553,             0.00032553
                     81,                0.41918,                0.72035,                0.88508,                0.97199,                0.97165,                0.99374,                0.88767,                0.23404,                0.98416,                0.50233,             0.00031138,             0.00031138,             0.00031138
                     82,                0.45119,                0.45502,                 1.0279,                0.92886,                0.94719,                0.99402,                0.83199,                0.22955,                  1.203,                0.50187,             0.00029723,             0.00029723,             0.00029723
                     83,                0.43937,                0.42919,                0.95488,                0.90333,                0.93744,                0.99426,                0.83155,                0.23248,                 1.3044,                0.50298,             0.00028308,             0.00028308,             0.00028308
                     84,                0.39085,                0.46569,                0.86161,                0.85538,                 0.9453,                0.99473,                 0.8296,                0.24729,                 1.5269,                0.50957,             0.00026894,             0.00026894,             0.00026894
                     85,                0.43005,                0.52613,                0.94999,                0.83992,                 0.9616,                0.99361,                0.83399,                0.24509,                 1.8485,                0.50832,             0.00025479,             0.00025479,             0.00025479
                     86,                0.41335,                0.58957,                0.98857,                0.85482,                0.97124,                0.99225,                0.84131,                0.23947,                 2.3225,                0.50597,             0.00024064,             0.00024064,             0.00024064
                     87,                0.48909,                0.43918,                 1.0193,                 0.8617,                0.98442,                0.99226,                0.85559,                0.23194,                 1.9191,                0.50365,              0.0002265,              0.0002265,              0.0002265
                     88,                0.41506,                0.37724,                0.95045,                0.94716,                0.99732,                0.99252,                0.89324,                0.22403,                 1.7805,                0.50186,             0.00021235,             0.00021235,             0.00021235
                     89,                0.35926,                0.69347,                0.85932,                0.94031,                      1,                0.99307,                0.89239,                0.22315,                 1.8387,                0.49963,              0.0001982,              0.0001982,              0.0001982
                     90,                0.42586,                0.55762,                0.92546,                0.92796,                      1,                0.99341,                0.89192,                0.22266,                 1.8869,                0.49559,             0.00018406,             0.00018406,             0.00018406
                     91,                0.36355,                 0.6411,                0.83108,                0.94638,                      1,                0.99438,                 0.9259,                0.22298,                   1.56,                0.49428,             0.00016991,             0.00016991,             0.00016991
                     92,                0.33757,                0.39103,                0.81206,                0.96306,                      1,                0.99467,                0.92272,                0.22729,                 1.2889,                0.49549,             0.00015576,             0.00015576,             0.00015576
                     93,                0.35551,                0.83349,                0.80031,                 0.9779,                0.98907,                0.99461,                0.89125,                0.22414,                 1.0336,                0.49539,             0.00014161,             0.00014161,             0.00014161
                     94,                 0.3403,                0.40494,                0.81633,                 0.9809,                0.98525,                0.99491,                0.89517,                0.21578,                0.86721,                0.49321,             0.00012747,             0.00012747,             0.00012747
                     95,                0.41223,                0.71363,                0.90142,                0.98358,                0.97553,                0.99485,                0.89785,                0.20984,                  0.808,                0.49226,             0.00011332,             0.00011332,             0.00011332
                     96,                0.34892,                0.39261,                0.79784,                0.98406,                0.97745,                0.99496,                0.89773,                0.20645,                0.79624,                0.49088,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     97,                0.35489,                0.63633,                0.78356,                0.98434,                0.98348,                  0.995,                0.89833,                0.20543,                0.80182,                0.49025,             8.5026e-05,             8.5026e-05,             8.5026e-05
                     98,                0.35373,                0.38148,                0.80751,                0.98144,                 0.9927,                0.99491,                0.86446,                0.20598,                0.79672,                 0.4901,             7.0878e-05,             7.0878e-05,             7.0878e-05
                     99,                0.31654,                  0.349,                0.78772,                0.98071,                0.98862,                0.99468,                0.86548,                0.20542,                0.80484,                0.48995,             5.6731e-05,             5.6731e-05,             5.6731e-05
                    100,                0.32715,                0.30294,                0.80499,                0.98064,                0.98653,                0.99468,                0.86507,                0.20431,                0.82177,                0.48845,             4.2584e-05,             4.2584e-05,             4.2584e-05
